series_number,part_number,item_number,level,title,call_number,object_number,priref,intellectual_entity,date_string,date_start,date_end,quantity,url,parent_url,number_images,images,description,subjects,topics,people,places
1,5.0,231,ITEM,"Item 231: Tribune negatives including anti-Vietnam War demonstration and ACTU Metal Trades Unions protest rallies, July 1967",ON 161/Item 231,1290424,110374194,IE4532142,25 July 1967,1967-07-25 00:00:00,1967-07-25 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374194,http://archival.sl.nsw.gov.au/Details/archive/110366667,36,FL4532144|FL4532145|FL4532146|FL4532150|FL4532151|FL4532153|FL4532156|FL4532157|FL4532158|FL4532162|FL4532166|FL4532169|FL4532173|FL4532175|FL4532177|FL4532180|FL4532182|FL4532184|FL4532185|FL4532187|FL4532189|FL4532191|FL4532196|FL4532199|FL4532202|FL4532206|FL4532207|FL4532208|FL4532210|FL4532213|FL4532217|FL4532220|FL4532223|FL4532227|FL4532229|FL4532231,"Original negative sleeve titled: 25/7/67.|Includes:|Anti-Vietnam War demonstration.|ACTU Metal Trades Unions protest rallies at Redfern Oval and Granville, Sydney. Wal Buckley. Harry Stein, 25 July 1967.",,demonstrations|meetings|metalworkers|trade unionists,,"Redfern Oval (Elizabeth Street, Redfern, N.S.W.)"
1,5.0,242,ITEM,"Item 242: Tribune negatives including sawmill, 1967?",ON 161/Item 242,1290870,110374255,IE4549127,1967?,1900-01-01 00:00:00,1967-12-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374255,http://archival.sl.nsw.gov.au/Details/archive/110366667,35,FL4549129|FL4549136|FL4549140|FL4549142|FL4549146|FL4549150|FL4549154|FL4549159|FL4549161|FL4549162|FL4549164|FL4549165|FL4549167|FL4549168|FL4549171|FL4549174|FL4549176|FL4549177|FL4549179|FL4549181|FL4549186|FL4549188|FL4549189|FL4549191|FL4549194|FL4549195|FL4549201|FL4549203|FL4549205|FL4549208|FL4549209|FL4549211|FL4549213|FL4549215|FL4549217,"Original negative sleeve titled: Timber Supplier.|Includes:|Leo Martin, workers and grounds of sawmill.|""End the War"" rally against the Vietnam War, Sydney Stadium.",,timber industry activities|timber industry equipment|sawmills|timber workers,,
1,6.0,266,ITEM,"Item 266: Tribune negatives including the International Trade Fair, Sydney Showground, and Bill Jeffery, October 1967",ON 161/Item 266,1296813,110374495,IE4546075,,1900-01-01 00:00:00,1900-01-01 00:00:00,34 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374495,http://archival.sl.nsw.gov.au/Details/archive/110374463,34,FL4546077|FL4546079|FL4546080|FL4546081|FL4546082|FL4546083|FL4546084|FL4546085|FL4546087|FL4546089|FL4546091|FL4546093|FL4546095|FL4546096|FL4546098|FL4546101|FL4546102|FL4546105|FL4546106|FL4546107|FL4546108|FL4546109|FL4546110|FL4546111|FL4546112|FL4546113|FL4546114|FL4546115|FL4546116|FL4546117|FL4546118|FL4546119|FL4546120|FL4546121,"Original negative sleeve titled: 24-27 October 1967.|Includes:|June Mills, Row 1, no. 6.|Bill Jeffery, Northern Territory Aboriginal Welfare Officer, at Manly, 24 October 1967, Rows 2-3.|International Trade Fair, Sydney Showground: German Democratic Republic's pavilion: Ewald Scitert, Hildegard Liewald, Barbara Kostig, Irmgard Kempf, 25 October 1967.|Copy of Fortune magazine, ""Australia For Sale"". German Democratic Republic Press officer Ursula Lange at the Trade Fair, 27 October 1967, Row 6, nos. 1-4.|October Revolution celebrations at Sydney Town Hall, sponsored by the May Day Committee and the Australia - USSR Friendship Society, 3 November 1967, Row 1, nos. 4-5.|Anti-war protesters, Kings Cross, Sydney.",,trade shows|craft working,,
1,6.0,276,ITEM,"Item 276: Tribune negatives including meeting for the Restoration of Democracy in Greece, and brewery workers leaving Sydney Town Hall, December 1967",ON 161/Item 276,1296839,110374508,IE4545592,December 1967,1967-12-01 00:00:00,1967-12-01 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374508,http://archival.sl.nsw.gov.au/Details/archive/110374463,33,FL4545595|FL4545611|FL4545620|FL4545625|FL4545631|FL4545645|FL4545647|FL4545648|FL4545650|FL4545653|FL4545654|FL4545660|FL4545669|FL4545671|FL4545681|FL4545682|FL4545684|FL4545686|FL4545688|FL4545689|FL4545690|FL4545691|FL4545692|FL4545693|FL4545694|FL4545695|FL4545696|FL4545700|FL4545701|FL4545706|FL4545708|FL4545709|FL4545712,"Includes:|Meeting for the Restoration of Democracy in Greece, at the Palace Theatre, Sydney, December 1967.|Brewery workers leaving Sydney Town Hall after mass meeting, December 1967.",,meetings|brewery workers|Greeks,,
1,6.0,283,ITEM,"Item 283: Tribune negatives including water-polo match, and Colgate-Palmolive maintenance workers' stop-work meeting, January 1968",ON 161/Item 283,1302380,110374536,IE4545904,January 1968,1968-01-01 00:00:00,1968-01-31 00:00:00,32 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374536,http://archival.sl.nsw.gov.au/Details/archive/110374463,33,FL4545906|FL4545908|FL4545910|FL4545915|FL4545917|FL4545919|FL4545920|FL4545922|FL4545923|FL4545924|FL4545926|FL4545927|FL4545929|FL4545932|FL4545935|FL4545936|FL4545938|FL4545939|FL4545940|FL4545942|FL4545943|FL4545944|FL4545946|FL4545947|FL4545951|FL4545952|FL4545953|FL4545955|FL4545957|FL4545958|FL4545960|FL4545962|FL4545964,"Includes:|Panorama of postal workers strike vote, Wentworth Park, Sydney, January 1968.|Czechoslovakian water-polo team, Kosice, playing the combined Drummoyne-Bronte team at the Drummoyne Pool, January 1968, Rows 1-2.|Maintenance workers of Colgate-Palmolive at their stop-work meeting at the Villawood factory, January 1968, Row 3.|Passport photos of Bernie Taft and Claude Jones, January 1968, Row 4.|Sewerage and drainage conditions of a housing estate at Berowra Waters, January 1968, Rows 5-6",,meetings|water-polo|maintenance workers,Colgate-Palmolive Pty. Ltd.,Berowra Waters (N.S.W.)
1,6.0,284,ITEM,"Item 284: Tribune negatives including postal workers' picket and meeting, and  stop-work meeting at Luke Muras, Alexandria, January 1968",ON 161/Item 284,1302382,110374538,IE4547830,January 1968,1968-01-01 00:00:00,1968-01-31 00:00:00,35 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374538,http://archival.sl.nsw.gov.au/Details/archive/110374463,35,FL4547832|FL4547834|FL4547835|FL4547836|FL4547838|FL4547839|FL4547841|FL4547843|FL4547844|FL4547845|FL4547846|FL4547848|FL4547850|FL4547851|FL4547852|FL4547853|FL4547854|FL4547856|FL4547857|FL4547858|FL4547860|FL4547861|FL4547862|FL4547864|FL4547866|FL4547867|FL4547868|FL4547869|FL4547871|FL4547872|FL4547873|FL4547875|FL4547876|FL4547878|FL4547879,"Includes:|Postal workers picketing the Redfern Mail Exchange; journalists questioning driver of Royal Mail Parcel Post van, January 1968.|Stop-work meeting at Luke Muras, Alexandria, January 1968.|Postal workers meeting at Sydney Town Hall, January 1968.|May include:|Mike Jones of the Students For a Democratic Society speaking at the Postal workers meeting, Sydney Town Hall, January 1968.|Mr. D. Barney, State organiser of the A.P.W.U. Paddington Society meeting at Paddington Town Hall regarding protest at road plan.",,postal workers|journalists|meetings,,
1,6.0,285,ITEM,"Item 285: Tribune negatives including Metal Trades Federation meeting at Sydney Town Hall, and postal workers' strike meeting at Wentworth Park, January 1968",ON 161/Item 285,1302388,110374540,IE4550104,January 1968,1968-01-01 00:00:00,1968-01-31 00:00:00,31 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374540,http://archival.sl.nsw.gov.au/Details/archive/110374463,34,FL4550106|FL4550107|FL4550108|FL4550110|FL4550111|FL4550112|FL4550113|FL4550115|FL4550116|FL4550117|FL4550118|FL4550119|FL4550120|FL4550121|FL4550122|FL4550124|FL4550125|FL4550126|FL4550127|FL4550128|FL4550129|FL4550130|FL4550131|FL4550133|FL4550134|FL4550135|FL4550136|FL4550137|FL4550138|FL4550139|FL4550140|FL4550141|FL4550142|FL4550143,"Includes:|Metal Trades Federation meeting at Sydney Town Hall regarding absorption of over-award wages, January 1968, Rows 3-5.|Strike meeting of postal workers at Wentworth Park, Sydney, January 1968.",,postal workers|meetings|strikes|metalworkers|wages,Metal Trades Federation of Unions (Australia),
1,6.0,288,ITEM,"Item 288: Tribune negatives including Jack Mundey and family, and meeting at the at the Teachers Federation, January 1968",ON 161/Item 288,1302395,110374543,IE4548011,January 1968,1968-01-01 00:00:00,1968-01-31 00:00:00,26 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374543,http://archival.sl.nsw.gov.au/Details/archive/110374463,31,FL4548013|FL4548016|FL4548017|FL4548019|FL4548020|FL4548022|FL4548023|FL4548025|FL4548027|FL4548029|FL4548030|FL4548032|FL4548034|FL4548037|FL4548040|FL4548041|FL4548043|FL4548044|FL4548045|FL4548047|FL4548048|FL4548050|FL4548051|FL4548052|FL4548053|FL4548054|FL4548055|FL4548056|FL4548057|FL4548058|FL4548059,"Includes:|Jack, Judy, and Michael Mundey. Metal workers meeting at Commonwealth Engineering, Clyde, and park meeting. Meeting of teachers, students, and others at the Teachers Federation. Malleys' workers at the Sydney Trades Hall, January 1968.|May include:|Photos of Brian Crispin, Communist Party of Australia candidate for State elections, February 1968.",,teachers|students|metalworkers|meetings,"Mundey, Jack, 1932-|N.S.W. Teachers' Federation",
1,7.0,310,ITEM,"Item 310: Tribune negatives including workplace meeting at Clyde Engineering Works and filing section of the Building Workers' Industrial Union office, April 1968",ON 161/Item 310,1336591,110374703,IE4540556,April 1968,1968-04-01 00:00:00,1968-04-30 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374703,http://archival.sl.nsw.gov.au/Details/archive/110374573,36,FL4540630|FL4540632|FL4540634|FL4540636|FL4540637|FL4540638|FL4540640|FL4540641|FL4540642|FL4540645|FL4540647|FL4540650|FL4540652|FL4540654|FL4540655|FL4540657|FL4540658|FL4540659|FL4540660|FL4540662|FL4540664|FL4540665|FL4540667|FL4540668|FL4540670|FL4540671|FL4540672|FL4540673|FL4540675|FL4540676|FL4540677|FL4540678|FL4540679|FL4540680|FL4540681|FL4540682,"Includes:|Workplace meeting at Clyde Engineering Works with Hughie Grant, Sydney Branch Secretary of the Boilermakers' and Blacksmiths' Society of Australia, April 1968|Filing section of the Building Workers' Industrial Union office, April 1968",Meetings--New South Wales.|Boiler-makers--Labor unions--New South Wales--Sydney.|Labor unions--New South Wales.,groups (people)|meetings|trade unions|trade union officials|industrial workers|filing systems,Building Workers' Industrial Union of Australia.|Boilermakers' and Blacksmiths' Society of Australia. Sydney Branch|Clyde Engineering Co. Ltd.,"Clyde Engineering (Granville, N.S.W.)"
1,7.0,331,ITEM,"Item 331: Tribune negatives including crowds waiting to inspect Soviet Whaling Fleet mother ship ""Soviet Russia"" in Sydney Harbour, men inspecting office equipment, and people at a farewell party for Lindy, May-June 1968",ON 161/Item 331,1338223,110374788,IE4539127,May-June 1968,1968-05-01 00:00:00,1968-06-30 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374788,http://archival.sl.nsw.gov.au/Details/archive/110374573,34,FL4539207|FL4539209|FL4539213|FL4539218|FL4539220|FL4539222|FL4539224|FL4539225|FL4539226|FL4539228|FL4539229|FL4539232|FL4539234|FL4539236|FL4539240|FL4539242|FL4539244|FL4539246|FL4539249|FL4539252|FL4539254|FL4539255|FL4539257|FL4539258|FL4539260|FL4539262|FL4539264|FL4539265|FL4539267|FL4539268|FL4539270|FL4539272|FL4539274|FL4539275,"Includes:|Possibly First Officer Valentin Chertov of Soviet Whaling Fleet mother ship ""Soviet Russia"" and unidentified worker on ship. Row 1.|Large ship in Sydney Harbour. Row 2|Unidentified woman works in office, possibly Merv Malcolm and Mick Ewer inspecting office equipment at the BWIU Office. Row 3.|Crowd at the Soviet Whaling Fleet mother ship "" Soviet Russia"", waiting to inspect it. Rows 4-5.|Unidentified people pose (possibly Pete Thomas, Stella Nord and Lindy at a party, June 1968) for photograph with cake, banner in background says ""Voyage Lindy"". Row 6.",,whalers (ships)|ships|passenger terminals|office equipment|office workers|parties,,Sydney Harbour (N.S.W.)
1,7.0,332,ITEM,"Item 332: Tribune negatives including Merv Malcolm and Mick Ewer at BWIU office, group of men outside the Department of Railways building, and John Garland at the AEU Sydney District Conference, May 1968",ON 161/Item 332,1338231,110374796,IE4537604,May 1968,1968-05-01 00:00:00,1968-05-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374796,http://archival.sl.nsw.gov.au/Details/archive/110374573,30,FL4537650|FL4537652|FL4537653|FL4537655|FL4537656|FL4537658|FL4537659|FL4537661|FL4537662|FL4537664|FL4537666|FL4537669|FL4537671|FL4537673|FL4537677|FL4537680|FL4537682|FL4537685|FL4537686|FL4537687|FL4537690|FL4537693|FL4537694|FL4537697|FL4537699|FL4537701|FL4537704|FL4537705|FL4537708|FL4537714,"Includes:|Merv Malcolm and Mick Ewer inspecting office equipment at the BWIU (Building Workers Industrial Union of Australia) Office, individual portraits of Merv Malcolm and Mick Ewer. Rows 1-3.|Group of men in suits and hats standing outside the Department of Railways building. Row 4.|Speaker on stage (possibly John Garland, secretary of the Commonwealth Council of the AEU), at the AEU (Amalgamated Engineering Union) Sydney District Conference. Banners on stage include ""Membership growth ensures the Unions future"". Rows 5-6.",,office equipment|engineering|building labourers|industrial workers|trade unions|trade unionists|conventions,,
1,7.0,334,ITEM,"Item 334: Tribune negatives including migrant workers at the Opera House, WWF 24 hour stop work meeting and lunch hour meeting, portrait of unidentified woman, June 1968",ON 161/Item 334,1341989,110374806,IE4537801,June 1968,1968-06-01 00:00:00,1968-06-30 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374806,http://archival.sl.nsw.gov.au/Details/archive/110374573,36,FL4537894|FL4537898|FL4537900|FL4537901|FL4537903|FL4537905|FL4537908|FL4537910|FL4537913|FL4537916|FL4537917|FL4537918|FL4537920|FL4537922|FL4537924|FL4537926|FL4537927|FL4537929|FL4537930|FL4537932|FL4537934|FL4537936|FL4537937|FL4537939|FL4537941|FL4537942|FL4537944|FL4537946|FL4537948|FL4537950|FL4537951|FL4537953|FL4537954|FL4537956|FL4537957|FL4537959,"Includes:|Waterside Workers Federation 24 hour stop work meeting at the lower Sydney Town Hall. Row 1.|Migrant workers of the BLF (Australian Builders Labourers Federation) at the Opera House (possibly with Bud Cooke), June 1968. Rows 1-2.|WWF lunch hour meeting at 24 Pyrmont regarding wages campaign. Rows 3-6.|Portrait of unidentified woman. Row 4, no. 22-24.",,meetings|construction & demolition workers|workers|building labourers|trade unions,Waterside Workers' Federation of Australia|Australian Builders' Labourers' Federation,Sydney Opera House (N.S.W.)
1,7.0,338,ITEM,"Item 338: Tribune negatives including anti-conscription demonstration, opening of the Warringah Expressway, unidentified men in group photograph, and workers eat lunch at construction site, June 1968",ON 161/Item 338,1342004,110374821,IE4538539,June 1968,1968-06-01 00:00:00,1968-06-30 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374821,http://archival.sl.nsw.gov.au/Details/archive/110374573,36,FL4538619|FL4538621|FL4538623|FL4538625|FL4538627|FL4538629|FL4538631|FL4538633|FL4538634|FL4538636|FL4538639|FL4538642|FL4538643|FL4538645|FL4538646|FL4538648|FL4538652|FL4538656|FL4538657|FL4538659|FL4538661|FL4538663|FL4538665|FL4538666|FL4538668|FL4538670|FL4538671|FL4538673|FL4538674|FL4538676|FL4538677|FL4538679|FL4538680|FL4538684|FL4538688|FL4538690,"Includes:|Demonstrators with banners and posters including ""Abolish Conscription Campaign"". Rows 1-2.|Opening of the Warringah Expressway with Sir Roden Cutler, Mr. Morton, Minister for Highways, Jack Renshaw, and Mr. R.J.S. Thomas, Minister for Mail Roads, June 1968. Rows 3-4.|Unidentified men pose for group photograph with documents. Row 5.|Workers eat lunch at construction site. Row 6.",,conscription|posters & placards|political posters|construction & demolition workers|workers|road construction & maintenance|openings (events),,Warringah Expressway
1,7.0,349,ITEM,"Item 349: Tribune negatives including hostel workers demonstrate outside court, portrait of a man, speakers at meeting, meeting at Concrete Construction with Bud Cook and Ken Tyler, pensioner's room in Redfern and pensioners' homes at Matraville, July 1968",ON 161/Item 349,1342088,110374886,IE4556512,July 1968,1968-07-01 00:00:00,1968-07-31 00:00:00,33 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374886,http://archival.sl.nsw.gov.au/Details/archive/110374573,33,FL4556514|FL4556517|FL4556518|FL4556521|FL4556522|FL4556523|FL4556524|FL4556526|FL4556528|FL4556530|FL4556532|FL4556534|FL4556536|FL4556540|FL4556542|FL4556544|FL4556545|FL4556547|FL4556549|FL4556551|FL4556553|FL4556555|FL4556557|FL4556559|FL4556561|FL4556563|FL4556567|FL4556568|FL4556570|FL4556572|FL4556576|FL4556577|FL4556580,"Includes:|Hostel workers demonstrate outside the Commonwealth Conciliation and Arbitration Court regarding equal wages, signs include ""Equal rates for job"" and ""Gov't won't accept it's own arbitration"". Row 1.|Portrait of unidentified man, unidentified speakers addressing people seated at meeting. Rows 2-3.|Lunch time meeting at Concrete Construction, Pitt Street, Bud Cook and Ken Tyler spoke regarding the National Wage Case. Row 4, row 5 no. 25-16.|A pensioner's ""room"" in Redfern for $3, measured 6.5 by 9 feet, pensioners' homes at Matraville. Rows 5-6.",,demonstrations|posters & placards|meetings|wages|pensioners|houses|concrete construction|workers,,
1,7.0,350,ITEM,"Item 350: Tribune negatives including demonstrators and police inside building, pensioners' meeting, Noel Hazzard in front of Central Court, and job delegates meeting, July 1968",ON 161/Item 350,1343055,110374891,IE4554543,July 1968,1968-07-01 00:00:00,1968-07-31 00:00:00,36 negatives,http://archival.sl.nsw.gov.au/Details/archive/110374891,http://archival.sl.nsw.gov.au/Details/archive/110374573,36,FL4554545|FL4554549|FL4554551|FL4554552|FL4554555|FL4554557|FL4554559|FL4554561|FL4554562|FL4554563|FL4554565|FL4554567|FL4554568|FL4554569|FL4554570|FL4554572|FL4554574|FL4554575|FL4554577|FL4554579|FL4554582|FL4554585|FL4554587|FL4554589|FL4554591|FL4554592|FL4554594|FL4554596|FL4554600|FL4554603|FL4554605|FL4554608|FL4554609|FL4554611|FL4554612|FL4554613,"Includes:|Demonstrators and police inside building (possibly offices). Row 1.|Pensioners' meeting at Sydney Town Hall, banners include ""Pensioners protest against high prices low pensions"", July 1968. Rows 2-3.|Noel Hazzard in front of Central Court. Row 4.|Job delegates meeting at Sydney Town Hall in support of ACTU National Wage Case. Rows 4-6.",,demonstrations|meetings|police|banners|pensioners|wages|workers,,"Central Police Court (Liverpool Street, Sydney, N.S.W.)|Sydney Town Hall (Sydney, N.S.W.)"
